orig_address_ru,lat,lon,street_norm,housenumber_norm
"б-р Шевченко, д. 64А, кв. 94",,,б-р шевченко,64а
"б-р Шевченко, д. 64А, кв. 95",,,б-р шевченко,64а
"б-р Шевченко, д. 64А, кв. 97",,,б-р шевченко,64а
"б-р Шевченко, д. 72, кв. 100",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 101",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 102",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 104",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 105",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 110",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 112",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 115",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 128",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 130",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 132",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 133",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 134",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 140",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 143",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 16",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 24",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 26",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 32",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 38",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 53",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 54",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 58",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 61",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 64",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 80",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 82",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 83",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 85",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 95",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 96",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 97",,,б-р шевченко,72
"б-р Шевченко, д. 72, кв. 99",,,б-р шевченко,72
"б-р Шевченко, д. 76, кв. 109",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 110",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 111",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 112",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 113",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 118",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 119",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 123",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 126",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 127",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 128",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 131",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 132",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 133",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 135",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 136",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 139",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 141",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 142",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 145",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 153",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 155",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 157",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 158",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 159",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 163",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 169",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 172",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 176",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 178",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 179",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 182",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 185",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 186",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 190",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 191",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 196",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 198",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 199",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 200",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 201",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 205",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 206",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 207",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 211",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 212",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 214",,,б-р шевченко,76
"б-р Шевченко, д. 76, кв. 215",,,б-р шевченко,76
"б-р Шевченко, д.270, кв.54",,,б-р шевченко,270
"б-р Шевченко, д.64а, кв.71",,,б-р шевченко,64а
бул Шевченко д. 64А кв.138,,,бул шевченко д. 64а кв.138,бул шевченко  64а кв.138
бул Шевченко д. 64А кв.139,,,бул шевченко д. 64а кв.139,бул шевченко  64а кв.139
бул Шевченко д. 64А кв.140,,,бул шевченко д. 64а кв.140,бул шевченко  64а кв.140
"бул Шевченко, д. 264, кв. 216",,,бул шевченко,264
п Осовиахима пер. Виноградный д. 5,,,п осовиахима пер. виноградныи д. 5,п осовиахима пер. виноградныи  5
п Осовиахима ул Старокрымская д. 2,,,п осовиахима ул старокрымская д. 2,п осовиахима ул старокрымская  2
п Старый Крым ул Комсамольская д.70,,,п старыи крым ул комсамольская д.70,п старыи крым ул комсамольская 70
п Старый Крым ул Крупской д.73б,,,п старыи крым ул крупскои д.73б,п старыи крым ул крупскои 73б
"п Старый Крым ул Ленина, д. 114б",,,п старыи крым ул ленина,114б
"п Старый Крым ул Ленина, д. 6",,,п старыи крым ул ленина,6
п Старый Крым ул Рабочая остановка д.17,,,п старыи крым ул рабочая остановка д.17,п старыи крым ул рабочая остановка 17
п Старый Крым ул Рабочая остановка д.19,,,п старыи крым ул рабочая остановка д.19,п старыи крым ул рабочая остановка 19
п Старый Крым ул Рабочая остановка д.29,,,п старыи крым ул рабочая остановка д.29,п старыи крым ул рабочая остановка 29
п Старый Крым ул Рабочая остановка д.36,,,п старыи крым ул рабочая остановка д.36,п старыи крым ул рабочая остановка 36
"п Старый Крым, ул Гранитная, 118",,,п старыи крым,ул гранитная
"п Старый Крым, ул Гранитная, 96",,,п старыи крым,ул гранитная
"п Старый Крым, ул Гранкарьер, д.1, кв. 1",,,п старыи крым,1
"п Старый Крым, ул Гранкарьер, д.2, кв. 1",,,п старыи крым,2
"п Старый Крым, ул Кирова, д. 49",,,п старыи крым,49
"п Старый Крым, ул Кирова, д. 50",,,п старыи крым,50
"п Старый Крым, ул Кирова, д. 50б",,,п старыи крым,50б
"п Старый Крым, ул Комсомольская, д. 110",,,п старыи крым,110
"п Старый Крым, ул Комсомольская, д. 21",,,п старыи крым,21
"п Старый Крым, ул Комсомольская, д. 22",,,п старыи крым,22
"п Старый Крым, ул Комсомольская, д. 38",,,п старыи крым,38
"п Старый Крым, ул Комсомольская, д. 38а",,,п старыи крым,38а
"п Старый Крым, ул Комсомольская, д. 60б",,,п старыи крым,60б
"п Старый Крым, ул Комсомольская, д. 61а",,,п старыи крым,61а
"п Старый Крым, ул Комсомольская, д. 66",,,п старыи крым,66
"п Старый Крым, ул Комсомольская, д. 82",,,п старыи крым,82
"п Старый Крым, ул Крупсккой, д. 29",,,п старыи крым,29
"п Старый Крым, ул Крупсккой, д. 67",,,п старыи крым,67
"п Старый Крым, ул Куйбышева, д. 50",,,п старыи крым,50
"п Старый Крым, ул Куйбышева, д. 82а",,,п старыи крым,82а
"п Старый Крым, ул Ленина, д. 102а",,,п старыи крым,102а
"п Старый Крым, ул Ленина, д. 110/1",,,п старыи крым,110/1
"п Старый Крым, ул Ленина, д. 86а/1",,,п старыи крым,86а/1
"п Старый Крым, ул Рабочая остановка, д. 41",,,п старыи крым,41
"п Старый Крым, ул Рабочая остановка, д. 7",,,п старыи крым,7
"пер Артиллерийский, 5",,,пер артиллериискии,5
"пер Зенитный, 14",,,пер зенитныи,14
"пер Кальмиусский, 4",,,пер кальмиусскии,4
"пер Кальмиусский, 6",,,пер кальмиусскии,6
"пер Кальмиусский, д. 10",,,пер кальмиусскии,10
"пер Кальмиусский, д. 8, строение 1",,,пер кальмиусскии,8
"пер Кальмиусский, д. 9а",,,пер кальмиусскии,9а
"пер Кальчанский, д. 6",,,пер кальчанскии,6
"пер Кальчанский, д. 6а",,,пер кальчанскии,6а
"пер Нахимова, д.3 кв 1",,,пер нахимова,3 кв 1
"пер Нахимова, д.3 кв 10",,,пер нахимова,3 кв 10
"пер Нахимова, д.3 кв 12",,,пер нахимова,3 кв 12
"пер Нахимова, д.3 кв 13",,,пер нахимова,3 кв 13
"пер Нахимова, д.3 кв 14",,,пер нахимова,3 кв 14
"пер Нахимова, д.3 кв 15",,,пер нахимова,3 кв 15
"пер Нахимова, д.3 кв 16",,,пер нахимова,3 кв 16
"пер Нахимова, д.3 кв 18",,,пер нахимова,3 кв 18
"пер Нахимова, д.3 кв 2",,,пер нахимова,3 кв 2
"пер Нахимова, д.3 кв 20",,,пер нахимова,3 кв 20
"пер Нахимова, д.3 кв 21",,,пер нахимова,3 кв 21
"пер Нахимова, д.3 кв 23",,,пер нахимова,3 кв 23
"пер Нахимова, д.3 кв 24",,,пер нахимова,3 кв 24
"пер Нахимова, д.3 кв 26",,,пер нахимова,3 кв 26
"пер Нахимова, д.3 кв 28",,,пер нахимова,3 кв 28
